Check catheter position                                  Install Catheter          1:20:44               1:20:44
Check flow and reflow                                    Install Catheter          1:21:07               1:21:53
 
Repeated Activity:    Ultrasound configuration                  2
Repeated Activity:    Anatomic identification                   2
Repeated Activity:    Compression identification                2
Repeated Activity:    Puncture                                  2
Repeated Activity:    Blood return                              2
Repeated Activity:    Drop probe                                2
Repeated Activity:    Remove syringe                            2
Repeated Activity:    Guidewire install                         2
Repeated Activity:    Remove trocar                             2
Repeated Activity:    Check wire in short axis                  2
Repeated Activity:    Check wire in long axis                   2
 
 
                          Case 1547986862398 (Post)                               Start Time             End Time
 
                  Preparation Activities not included
Ultrasound configuration                           Ultrasound Preparation          1:03:58               1:04:27
Gel in probe                                       Ultrasound Preparation          1:04:29               1:04:32
Cover probe                                        Ultrasound Preparation          1:04:35               1:06:20
Put sterile gel                                    Ultrasound Preparation          1:07:00               1:07:07
Position probe                                     Ultrasound Preparation          1:07:14               1:07:14
Ultrasound configuration                           Ultrasound Preparation          1:07:17               1:07:26
Compression identification                              Locate Structures          1:07:32               1:07:36
Anesthetize                                               Venous puncture          1:07:42               1:07:44
Position patient                                        Locate Structures          1:08:10               1:08:14
Puncture                                                  Venous puncture          1:08:16               1:08:41
Blood return                                              Venous puncture          1:08:39               1:08:39
Drop probe                                              Install Guidewire          1:08:44               1:08:44
Remove syringe                                          Install Guidewire          1:08:47               1:08:47
Guidewire install                                       Install Guidewire          1:08:53               1:09:41
Remove trocar                                           Install Guidewire          1:09:45               1:09:49
Check wire in short axis                                Install Guidewire          1:09:54               1:10:11
Check wire in long axis                                 Install Guidewire          1:10:10               1:11:08
Wire in good position                                   Install Guidewire          1:11:10               1:11:10
Widen pathway                                            Install Catheter          1:11:14               1:12:00
Advance catheter                                         Install Catheter          1:12:04               1:12:51
Remove guidewire                                         Install Catheter          1:12:55               1:13:00
Check flow and reflow                                    Install Catheter          1:13:04               1:13:17
Check catheter position                                  Install Catheter          1:13:18               1:13:21
 
Repeated Activity:    Ultrasound configuration                  2
 
 
                          Case 1547997805806 (Post)                               Start Time             End Time
 
                  Preparation Activities not included
Ultrasound configuration                           Ultrasound Preparation          1:07:04               1:07:51
Cover probe                                        Ultrasound Preparation          1:07:56               1:10:10
Gel in probe                                       Ultrasound Preparation          1:08:13               1:08:20
Put sterile gel                                    Ultrasound Preparation          1:10:12               1:10:21
Position probe                                     Ultrasound Preparation          1:10:49               1:10:49
Ultrasound configuration                           Ultrasound Preparation          1:11:03               1:11:31
Anatomic identification                                 Locate Structures          1:11:33               1:11:33
Compression identification                              Locate Structures          1:11:38               1:11:38
Anesthetize                                               Venous puncture          1:12:28               1:12:40
Puncture                                                  Venous puncture          1:12:45               1:13:09
Blood return                                              Venous puncture          1:13:10               1:13:10
Drop probe                                              Install Guidewire          1:13:12               1:13:12
Remove syringe                                          Install Guidewire          1:13:20               1:13:30
Guidewire install                                       Install Guidewire          1:13:35               1:14:47
Remove trocar                                           Install Guidewire          1:14:55               1:15:01
Check wire in short axis                                Install Guidewire          1:15:03               1:15:10
Check wire in long axis                                 Install Guidewire          1:15:12               1:15:15
Wire in good position                                   Install Guidewire          1:15:16               1:15:16
Widen pathway                                            Install Catheter          1:15:21               1:15:29
Advance catheter                                         Install Catheter          1:15:31               1:16:59
Remove guidewire                                         Install Catheter          1:17:01               1:17:39
Check flow and reflow                                    Install Catheter          1:18:00               1:18:11
Check catheter position                                  Install Catheter          1:18:13               1:18:15
 
Repeated Activity:    Ultrasound configuration                  2
 
 
                          Case 1548033283992 (Post)                               Start Time             End Time
 
                  Preparation Activities not included
Ultrasound configuration                           Ultrasound Preparation          1:03:57               1:04:16
Gel in probe                                       Ultrasound Preparation          1:05:20               1:05:22
Cover probe                                        Ultrasound Preparation          1:05:24               1:06:33
Put sterile gel                                    Ultrasound Preparation          1:06:36               1:06:43
Position probe                                     Ultrasound Preparation          1:06:44               1:06:48
Anatomic identification                                 Locate Structures          1:06:52               1:06:52
Ultrasound configuration                           Ultrasound Preparation          1:06:55               1:07:19
Compression identification                              Locate Structures          1:07:48               1:07:48
Anesthetize                                               Venous puncture          1:08:08               1:08:16
Puncture                                                  Venous puncture          1:09:08               1:09:43
Blood return                                              Venous puncture          1:09:42               1:09:42
Drop probe                                              Install Guidewire          1:09:44               1:09:44
Remove syringe                                          Install Guidewire          1:09:48               1:09:48
Guidewire install                                       Install Guidewire          1:09:54               1:10:20
Remove trocar                                           Install Guidewire          1:10:22               1:10:25
Check wire in short axis                                Install Guidewire          1:10:26               1:10:31
Check wire in long axis                                 Install Guidewire          1:10:33               1:10:39
Wire in good position                                   Install Guidewire          1:10:40               1:10:40
Widen pathway                                            Install Catheter          1:10:45               1:11:17
Advance catheter                                         Install Catheter          1:11:22               1:12:31
Remove guidewire                                         Install Catheter          1:12:33               1:12:47
Check flow and reflow                                    Install Catheter          1:12:51               1:13:47
Check catheter position                                  Install Catheter          1:13:49               1:13:51
 
Repeated Activity:    Ultrasound configuration                  2
 
 
                          Case 1548034300723 (Post)                               Start Time             End Time
 
                  Preparation Activities not included
Gel in probe                                       Ultrasound Preparation          1:05:45               1:05:45
Cover probe                                        Ultrasound Preparation          1:06:02               1:06:43
Put sterile gel                                    Ultrasound Preparation          1:07:01               1:07:01
Position probe                                     Ultrasound Preparation          1:07:09               1:07:09
Compression identification                              Locate Structures          1:07:24               1:07:24
Anatomic identification                                 Locate Structures          1:07:26               1:07:26
Anesthetize                                               Venous puncture          1:07:43               1:07:47
Ultrasound configuration                           Ultrasound Preparation          1:07:59               1:08:22
Puncture                                                  Venous puncture          1:08:34               1:08:57
Blood return                                              Venous puncture          1:08:58               1:08:58
Drop probe                                              Install Guidewire          1:09:00               1:09:00
Remove syringe                                          Install Guidewire          1:09:04               1:09:04
Guidewire install                                       Install Guidewire          1:09:07               1:09:20
Remove trocar                                           Install Guidewire          1:09:22               1:09:24
Check wire in long axis                                 Install Guidewire          1:09:29               1:09:36
Widen pathway                                            Install Catheter          1:09:44               1:09:57
Advance catheter                                         Install Catheter          1:10:01               1:11:09
Remove guidewire                                         Install Catheter          1:11:10               1:11:34
Check flow and reflow                                    Install Catheter          1:11:36               1:11:45
Check catheter position                                  Install Catheter          1:11:46               1:11:48
 
 
 
                          Case 1548037113729 (Post)                               Start Time             End Time
 
                  Preparation Activities not included
Position patient                                        Locate Structures          1:03:13               1:03:14
Ultrasound configuration                           Ultrasound Preparation          1:06:36               1:07:13
Gel in probe                                       Ultrasound Preparation          1:08:00               1:08:02
Cover probe                                        Ultrasound Preparation          1:08:05               1:09:21
Put sterile gel                                    Ultrasound Preparation          1:09:28               1:09:46
Position probe                                     Ultrasound Preparation          1:10:15               1:10:15
Ultrasound configuration                           Ultrasound Preparation          1:10:20               1:10:28
Anatomic identification                                 Locate Structures          1:10:37               1:10:37
Compression identification                              Locate Structures          1:10:41               1:10:41
Anesthetize                                               Venous puncture          1:11:10               1:11:44
Puncture                                                  Venous puncture          1:12:04               1:12:47
Blood return                                              Venous puncture          1:12:48               1:12:48
Drop probe                                              Install Guidewire          1:12:50               1:12:50
Remove syringe                                          Install Guidewire          1:12:53               1:12:53
Guidewire install                                       Install Guidewire          1:13:00               1:13:41
Remove trocar                                           Install Guidewire          1:13:43               1:13:50
Check wire in short axis                                Install Guidewire          1:13:53               1:14:19
Check wire in long axis                                 Install Guidewire          1:14:20               1:14:57
Check wire in short axis                                Install Guidewire          1:14:59               1:15:02
Wire in good position                                   Install Guidewire          1:15:03               1:15:03
Widen pathway                                            Install Catheter          1:15:11               1:15:35
Advance catheter                                         Install Catheter          1:15:44               1:17:37
Advance catheter                                         Install Catheter          1:17:52               1:19:27
Advance catheter                                         Install Catheter          1:19:36               1:20:16
Advance catheter                                         Install Catheter          1:20:37               1:21:49
Check wire in short axis                                Install Guidewire          1:21:59               1:21:59
Check wire in long axis                                 Install Guidewire          1:22:10               1:22:19
Advance catheter                                         Install Catheter          1:22:24               1:23:50
Advance catheter                                         Install Catheter          1:24:12               1:25:06
Remove guidewire                                         Install Catheter          1:25:07               1:25:27
Check flow and reflow                                    Install Catheter          1:25:33               1:25:50
Check catheter position                                  Install Catheter          1:25:51               1:25:54
 
Repeated Activity:    Ultrasound configuration                  2
Repeated Activity:    Check wire in short axis                  3
Repeated Activity:    Check wire in long axis                   2
Repeated Activity:    Advance catheter                          6
